,price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,,
931,19.040001,19.309999,18.68,18.799999,97100,18.659039,12/28/2018,SLP,0.005347528,0.005347486,0.916266474,U
932,18.51,20.09,18.51,19.9,178700,19.75079,12/31/2018,SLP,0.05851057,0.058510695,0.548223242,U
933,19.9,20.700001,19.74,19.9,104500,19.75079,1/2/2019,SLP,0,0,0.485337729,E
934,19.68,19.860001,18.879999,18.92,41900,18.778139,1/3/2019,SLP,-0.049246182,-0.049246231,0.061140152,E
935,19.18,19.799999,18.98,19.35,70000,19.204916,1/4/2019,SLP,0.022727332,0.022727273,0.716566065,U
936,19.35,19.77,19.01,19.690001,59900,19.542366,1/7/2019,SLP,0.017571022,0.017571111,-0.3431448,E
937,19.91,20.57,19.799999,20.440001,75700,20.286741,1/8/2019,SLP,0.038090321,0.038090399,-0.523798503,D
938,20.5,20.6,20.01,20.379999,74100,20.22719,1/9/2019,SLP,-0.002935464,-0.002935518,-0.94463797,D
939,20.07,20.48,18.41,18.98,167500,18.837688,1/10/2019,SLP,-0.068694762,-0.068694753,0.266667151,E
940,19.1,21,19.1,20.059999,134500,19.90959,1/11/2019,SLP,0.056901993,0.056901949,-0.469308004,E
941,20.1,20.16,19.02,19.35,100300,19.204916,1/14/2019,SLP,-0.035393697,-0.03539377,-0.525775229,D
942,19.360001,20.43,19.360001,19.92,54700,19.770639,1/15/2019,SLP,0.029457197,0.029457364,-0.97216143,D
943,20,20.040001,19.16,19.450001,48800,19.304167,1/16/2019,SLP,-0.023594179,-0.023594327,-0.154910091,E
944,19.450001,19.690001,18.940001,19.24,58600,19.095739,1/17/2019,SLP,-0.010797047,-0.010796966,0.323920326,E
945,19.27,19.99,19.27,19.6,73500,19.453039,1/18/2019,SLP,0.01871098,0.018711019,-0.687555059,D
946,19.620001,19.620001,18.620001,18.84,58600,18.698738,1/22/2019,SLP,-0.038775484,-0.03877551,0.073116689,E
947,19.02,19.35,18.700001,18.98,27000,18.837688,1/23/2019,SLP,0.007430983,0.007430998,0.031489395,E
948,18.940001,19.25,18.540001,19.24,51300,19.156298,1/24/2019,SLP,0.016913434,0.01369863,0.020928583,E
949,19.370001,19.889999,19.35,19.49,51800,19.405209,1/25/2019,SLP,0.01299369,0.012993763,-0.125434548,E
950,19.360001,19.5,18.68,18.879999,37100,18.797863,1/28/2019,SLP,-0.031298091,-0.031298153,0.772645615,U
951,18.77,19.040001,18.209999,18.85,72800,18.767994,1/29/2019,SLP,-0.001588957,-0.00158893,0.509576966,U
952,18.860001,19.18,18.860001,18.950001,40200,18.867559,1/30/2019,SLP,0.005305042,0.005305093,0.630490715,U
953,18.85,19.35,18.73,19.26,50700,19.17621,1/31/2019,SLP,0.01635882,0.016358785,0.010308029,E
954,19.190001,19.43,18.99,19.370001,49300,19.285732,2/1/2019,SLP,0.005711348,0.005711371,0.154268667,E
955,19.34,19.75,19.27,19.620001,35000,19.534645,2/4/2019,SLP,0.012906588,0.012906556,0.266232381,E
956,19.75,19.75,19.25,19.34,34600,19.255863,2/5/2019,SLP,-0.014271158,-0.014271202,0.307139113,E
957,19.33,19.639999,19.110001,19.559999,22900,19.474905,2/6/2019,SLP,0.011375341,0.011375336,0.285447418,E
958,19.43,19.66,19.09,19.27,38100,19.186167,2/7/2019,SLP,-0.014826157,-0.014826126,0.589829763,U
959,19.120001,19.58,19.120001,19.52,34600,19.43508,2/8/2019,SLP,0.012973566,0.012973534,0.656012247,U
960,19.610001,20,19.57,19.879999,35600,19.793512,2/11/2019,SLP,0.018442528,0.018442572,0.610663347,U
961,19.969999,20,19.52,19.639999,39900,19.554556,2/12/2019,SLP,-0.012072441,-0.012072435,0.618712308,U
962,19.74,19.879999,19.66,19.84,19100,19.753687,2/13/2019,SLP,0.010183356,0.010183351,0.644096575,U
963,19.719999,19.950001,19.719999,19.85,19000,19.763643,2/14/2019,SLP,0.000504007,0.000504032,1.47773724,U
964,19.92,20.620001,19.889999,20.17,107200,20.082251,2/15/2019,SLP,0.016120915,0.016120907,0.997016325,U
965,20.17,20.5,20.17,20.49,31000,20.40086,2/19/2019,SLP,0.015865204,0.015865146,0.077188097,E
966,20.5,20.59,20.26,20.26,40100,20.17186,2/20/2019,SLP,-0.011225017,-0.011224988,0.625050836,U
967,20.26,20.5,20.26,20.49,20000,20.40086,2/21/2019,SLP,0.011352448,0.011352419,0.019193866,E
968,20.5,21.6,20.309999,21.360001,144500,21.267075,2/22/2019,SLP,0.04245973,0.042459785,-0.296179914,E
969,21.469999,21.66,21.110001,21.200001,46800,21.107771,2/25/2019,SLP,-0.00749064,-0.007490636,-0.57673751,D
970,21.18,21.25,20.57,20.57,32200,20.480511,2/26/2019,SLP,-0.029717017,-0.029717027,0.164015031,E
971,20.540001,20.98,20.530001,20.91,18400,20.819033,2/27/2019,SLP,0.016528982,0.016528926,-0.862474579,D
972,20.870001,20.940001,20.459999,20.51,39500,20.420773,2/28/2019,SLP,-0.019129611,-0.019129603,-0.517494616,D
973,20.530001,21.299999,20.200001,21.049999,22000,20.958422,3/1/2019,SLP,0.026328533,0.026328571,-0.970191865,D
974,21,21.059999,20.549999,20.6,34600,20.510382,3/4/2019,SLP,-0.021377564,-0.021377626,-0.2069171,E
975,20.540001,20.940001,20.450001,20.74,25300,20.649773,3/5/2019,SLP,0.006796119,0.006796117,-0.702856144,D
976,20.59,20.709999,19.940001,20.02,24600,19.932903,3/6/2019,SLP,-0.034715636,-0.034715526,0.3673355,E
977,20.01,20.379999,19.77,19.98,29200,19.893078,3/7/2019,SLP,-0.001997953,-0.001998002,0.553589864,U
978,19.870001,20.66,19.790001,20.059999,52700,19.972729,3/8/2019,SLP,0.004003956,0.004003954,0.44291508,E
979,19.950001,20.49,19.85,20.389999,37100,20.301292,3/11/2019,SLP,0.016450581,0.016450649,0.176429398,E
980,20.41,20.65,19.98,20.030001,32000,19.94286,3/12/2019,SLP,-0.017655625,-0.017655616,0.450503103,E
981,20.110001,20.700001,20.1,20.389999,21200,20.301292,3/13/2019,SLP,0.017972949,0.01797294,0.573373927,U
982,20.4,20.639999,20.33,20.540001,27500,20.450644,3/14/2019,SLP,0.007356773,0.007356646,0.242169455,E
983,20.549999,20.75,20.42,20.51,61300,20.420773,3/15/2019,SLP,-0.001460639,-0.001460613,-0.388822531,E
984,20.51,20.75,20.35,20.57,25200,20.480511,3/18/2019,SLP,0.002925354,0.002925402,0.048559913,E
985,20.58,20.709999,20.360001,20.49,16900,20.40086,3/19/2019,SLP,-0.003889112,-0.003889159,0.464665252,E
986,20.5,21.290001,20.49,20.98,39400,20.888727,3/20/2019,SLP,0.023914041,0.023914104,-0.59108407,D
987,20.85,21.15,20.65,20.790001,41600,20.699556,3/21/2019,SLP,-0.009056129,-0.009056196,0.164752929,E
988,20.75,21.17,20.110001,20.110001,41800,20.022512,3/22/2019,SLP,-0.032708141,-0.032708031,0.96665292,U
989,20.1,20.75,20.059999,20.620001,35300,20.530294,3/25/2019,SLP,0.025360554,0.025360516,-0.125280649,E
990,20.74,21.09,20.68,20.969999,38600,20.878771,3/26/2019,SLP,0.016973795,0.016973714,-0.725106517,D
991,20.92,20.969999,20.1,20.370001,31800,20.281382,3/27/2019,SLP,-0.028612268,-0.028612209,-0.223864985,E
992,20.389999,21,20.370001,20.959999,37400,20.868814,3/28/2019,SLP,0.028964101,0.028964063,-1.025809009,D
993,21,21.25,20.790001,21.110001,57000,21.018164,3/29/2019,SLP,0.007156612,0.007156584,-0.637624304,D
994,21.09,21.110001,20.42,20.49,36900,20.40086,4/1/2019,SLP,-0.029370025,-0.029370013,-0.256897962,E
995,20.43,20.51,20.129999,20.219999,16900,20.132032,4/2/2019,SLP,-0.013177288,-0.013177208,-0.258021974,E
996,20.32,20.73,20,20.139999,41800,20.05238,4/3/2019,SLP,-0.003956481,-0.003956479,2.403700726,U
997,20.15,20.469999,19.74,19.91,27300,19.823381,4/4/2019,SLP,-0.011420041,-0.01142001,2.799557988,U
998,19.93,20.67,19.85,20.459999,37100,20.370987,4/5/2019,SLP,0.027624248,0.027624259,1.322085504,U
999,20.450001,20.450001,20.08,20.23,28900,20.141989,4/8/2019,SLP,-0.01124138,-0.011241398,1.785934973,U
1000,20.23,20.379999,19.92,19.959999,102100,19.873163,4/9/2019,SLP,-0.013346547,-0.013346565,2.032819061,U
1001,21,22.700001,20.85,22.610001,185500,22.511637,4/10/2019,SLP,0.13276568,0.132765638,-0.538560492,D
1002,22.5,23.18,22.129999,22.85,95700,22.750593,4/11/2019,SLP,0.010614777,0.010614728,-0.368483832,E
1003,22.969999,23.16,21.84,21.870001,75200,21.774857,4/12/2019,SLP,-0.042888377,-0.042888359,0.513860487,U
1004,22.059999,22.35,21.969999,22.16,34800,22.063593,4/15/2019,SLP,0.013260064,0.013260127,-0.027740561,E
1005,22.17,22.25,21.799999,22.190001,39200,22.093464,4/16/2019,SLP,0.001353859,0.001353836,-0.262747727,E
1006,22.24,22.25,22,22.01,57200,21.914246,4/17/2019,SLP,-0.008111811,-0.008111807,-0.200511853,E
1007,22,22.450001,21.950001,22.440001,73500,22.342377,4/18/2019,SLP,0.019536652,0.01953662,-0.072344983,E
1008,22.360001,22.700001,22.219999,22.440001,26900,22.342377,4/22/2019,SLP,0,0,-1.81164E-06,E
1009,22.219999,22.49,22,22.07,42800,22.032896,4/23/2019,SLP,-0.013851749,-0.016488457,0.415508321,E
1010,22.030001,22.209999,21.65,21.84,82300,21.803284,4/24/2019,SLP,-0.010421326,-0.010421386,0.782079802,U
1011,21.83,22.139999,21.469999,21.73,61100,21.693468,4/25/2019,SLP,-0.005036672,-0.00503663,0.537393373,U
1012,21.719999,22.299999,21.549999,22.299999,44700,22.26251,4/26/2019,SLP,0.02623103,0.026230971,0.788541262,U
1013,22.34,22.66,22.23,22.379999,25400,22.342375,4/29/2019,SLP,0.003587421,0.003587444,0.68672162,U
1014,22.379999,22.59,21.75,22.530001,55300,22.492125,4/30/2019,SLP,0.00670251,0.006702503,0.350747644,E
1015,22.620001,23,22.07,22.709999,33000,22.67182,5/1/2019,SLP,0.007989241,0.007989258,0.791650159,U
1016,22.709999,22.940001,22.25,22.33,23600,22.292459,5/2/2019,SLP,-0.01673271,-0.016732674,1.234622955,U
1017,22.360001,23.299999,22.360001,23.190001,37700,23.151014,5/3/2019,SLP,0.038513248,0.038513256,0.995604247,U
1018,23.01,23.299999,22.879999,23.16,37000,23.121065,5/6/2019,SLP,-0.001293637,-0.001293704,0.500070517,U
1019,22.969999,23.299999,22.469999,22.93,37200,22.891451,5/7/2019,SLP,-0.009930944,-0.009930915,0.608151261,U
1020,23.08,23.74,22.940001,23.620001,36600,23.580292,5/8/2019,SLP,0.030091627,0.030091627,0.527232674,U
1021,23.75,23.91,23.48,23.76,33400,23.720057,5/9/2019,SLP,0.005927195,0.005927138,0.615512608,U
1022,23.75,24.5,23.66,24.360001,91300,24.319048,5/10/2019,SLP,0.025252511,0.025252567,0.264480993,E
1023,24.139999,24.200001,23.73,23.75,33500,23.710073,5/13/2019,SLP,-0.025041071,-0.025041091,0.709571592,U
1024,23.92,23.98,23.450001,23.65,38900,23.610241,5/14/2019,SLP,-0.004210531,-0.004210526,1.500203246,U
1025,23.51,24.43,23.299999,24.25,38400,24.209232,5/15/2019,SLP,0.025369966,0.025369979,0.966572983,U
1026,24.299999,24.5,24.25,24.5,26700,24.458813,5/16/2019,SLP,0.010309332,0.010309278,0.256768674,E
1027,24.41,24.940001,24.26,24.68,32800,24.63851,5/17/2019,SLP,0.007346922,0.007346939,0.28782827,E
1028,24.620001,25.08,24.129999,24.610001,43500,24.568628,5/20/2019,SLP,-0.002836292,-0.002836264,0.960125513,U
1029,24.790001,25.5,24.75,25.49,46800,25.447147,5/21/2019,SLP,0.035757756,0.03575778,0.299036661,E
1030,25.42,26.1,24.969999,25.450001,31600,25.407215,5/22/2019,SLP,-0.001569213,-0.001569204,0.078662036,E
1031,25.26,25.26,24.51,24.82,32000,24.778273,5/23/2019,SLP,-0.024754464,-0.024754459,0.197148154,E
1032,25.01,25.24,24.67,25.040001,26500,24.997906,5/24/2019,SLP,0.008863935,0.00886386,-0.66512794,D
1033,25.040001,27.33,24.68,25.82,103800,25.776592,5/28/2019,SLP,0.031150049,0.031150119,-0.753071022,D
1034,25.700001,26.139999,25.15,25.870001,44300,25.826509,5/29/2019,SLP,0.001936524,0.001936522,-0.781655456,D
1035,25.85,27.299999,25.4,25.549999,109500,25.507046,5/30/2019,SLP,-0.012369577,-0.012369617,-0.400988766,E
1036,25.200001,25.4,24.83,25.07,35000,25.027853,5/31/2019,SLP,-0.018786691,-0.018786654,0.104503659,E
1037,25.07,25.389999,24.08,24.200001,63800,24.159317,6/3/2019,SLP,-0.034702777,-0.034702792,2.042655044,U
1038,24.309999,25.389999,24.309999,24.870001,83500,24.82819,6/4/2019,SLP,0.027685923,0.027685949,1.11321711,U
1039,24.99,25.23,24.75,24.889999,52500,24.848156,6/5/2019,SLP,0.000804167,0.000804101,1.692427086,U
1040,24.84,25.17,24.84,25.049999,27700,25.007887,6/6/2019,SLP,0.006428284,0.006428285,1.441556956,U
1041,25.049999,25.389999,25,25.200001,31800,25.157637,6/7/2019,SLP,0.005988111,0.005988104,1.102301557,U
1042,25.35,26.959999,25.35,26.77,49000,26.724997,6/10/2019,SLP,0.062301559,0.062301545,0.216416061,E
1043,26.969999,27.139999,25.91,26.290001,41400,26.245804,6/11/2019,SLP,-0.017930517,-0.017930482,0.862024857,U
1044,26.26,27.139999,26.26,27.08,26700,27.034475,6/12/2019,SLP,0.030049413,0.030049409,0.47142442,E
1045,27.110001,27.25,26.68,26.940001,38400,26.894711,6/13/2019,SLP,-0.005169843,-0.00516983,1.074036755,U
1046,26.92,27.209999,26.32,26.66,43300,26.615181,6/14/2019,SLP,-0.010393493,-0.010393504,1.667167499,U
1047,26.799999,27.25,26.790001,27.059999,46200,27.014507,6/17/2019,SLP,0.015003693,0.015003713,1.049126673,U
1048,27.1,27.5,26.9,27.450001,53800,27.403852,6/18/2019,SLP,0.014412441,0.014412491,0.461047234,E
1049,27.48,27.790001,27.25,27.719999,59900,27.673397,6/19/2019,SLP,0.009836026,0.009835992,0.409339585,E
1050,27.9,29.09,27.5,28.41,87500,28.362238,6/20/2019,SLP,0.024891812,0.024891812,-0.042188352,E
1051,28.549999,29.49,27.84,28.969999,389800,28.921297,6/21/2019,SLP,0.019711385,0.019711334,-0.288039536,E
1052,29.4,29.98,28.07,28.530001,121700,28.482037,6/24/2019,SLP,-0.015188116,-0.015188057,0.02816683,E
1053,28.610001,29.08,27.59,28.1,58500,28.052759,6/25/2019,SLP,-0.015071885,-0.015071889,0.65297629,U
1054,28.07,28.67,27.75,28.299999,78600,28.252422,6/26/2019,SLP,0.00711741,0.007117402,0.565380459,U
1055,28.33,28.450001,27.950001,28.35,41400,28.30234,6/27/2019,SLP,0.001766857,0.00176682,0.479555187,E
1056,28.32,28.639999,27.15,28.559999,216300,28.511986,6/28/2019,SLP,0.007407373,0.007407372,-0.257390623,E
1057,28.91,29.4,28.360001,28.57,72100,28.521969,7/1/2019,SLP,0.000350133,0.000350175,-0.18811025,E
1058,28.719999,29.35,28.65,29.030001,45900,28.981197,7/2/2019,SLP,0.016100852,0.01610084,0.228861892,E
1059,29.129999,29.33,28.91,29.110001,42200,29.061062,7/3/2019,SLP,0.002755752,0.00275577,1.458570993,U
1060,29.030001,29.129999,27.780001,29.040001,54500,28.99118,7/5/2019,SLP,-0.002404661,-0.002404672,2.086722087,U
1061,29.1,29.129999,28.1,28.190001,80300,28.142609,7/8/2019,SLP,-0.029269971,-0.029269971,2.464391445,U
1062,28.120001,28.530001,27.91,28.299999,64700,28.252422,7/9/2019,SLP,0.003902019,0.003902022,2.330665238,U
1063,28.459999,29.66,28.450001,29.360001,235400,29.310642,7/10/2019,SLP,0.037455904,0.037455902,1.79313195,U
1064,30.15,32.419998,29.549999,31.24,280200,31.187481,7/11/2019,SLP,0.064032681,0.064032661,1.584262131,U
1065,32.299999,32.849998,31.35,32.139999,242400,32.085968,7/12/2019,SLP,0.02880922,0.028809187,1.278678853,U
1066,32.41,32.41,31.620001,31.91,69200,31.856354,7/15/2019,SLP,-0.007156212,-0.007156161,1.786091528,U
1067,32.029999,32.869999,31.709999,31.889999,154100,31.836388,7/16/2019,SLP,-0.000626751,-0.000626794,2.250183499,U
1068,31.889999,32.34,31.629999,32.18,67800,32.1259,7/17/2019,SLP,0.009093745,0.009093791,2.547391402,U
1069,32.220001,34.939999,32.060001,33.790001,157900,33.733196,7/18/2019,SLP,0.050031159,0.050031106,2.949712366,U
1070,34.23,35.099998,34,34.23,203300,34.172455,7/19/2019,SLP,0.013021565,0.013021574,2.294577616,U
1071,34.669998,36.200001,34.349998,34.869999,221900,34.811378,7/22/2019,SLP,0.018697018,0.01869702,2.73928945,U
1072,35.25,36.080002,35,35.689999,177600,35.629997,7/23/2019,SLP,0.023515846,0.023515917,1.98225917,U
1073,35.5,37.099998,35.299999,36.52,512300,36.52,7/24/2019,SLP,0.024979037,0.023255843,1.189552625,U
1074,36.93,39,36.889999,38.990002,437600,38.990002,7/25/2019,SLP,0.067634228,0.067634228,1.395994773,U
1075,39,39.630001,37.540001,38.349998,424300,38.349998,7/26/2019,SLP,-0.016414567,-0.016414567,-0.796424764,D
1076,38.5,40.5,38.5,39.93,290100,39.93,7/29/2019,SLP,0.041199533,0.041199533,-2.252550901,D
1077,40.080002,40.25,39.060001,39.41,193200,39.41,7/30/2019,SLP,-0.01302279,-0.01302279,-0.991952321,D
1078,39.630001,39.900002,38.450001,38.82,286800,38.82,7/31/2019,SLP,-0.01497082,-0.01497082,-0.530996188,D
1079,38.48,41.950001,38.400002,41.75,347000,41.75,8/1/2019,SLP,0.075476558,0.075476558,-1.052492725,D
1080,41.939999,41.939999,35.860001,36.790001,570000,36.790001,8/2/2019,SLP,-0.118802371,-0.118802371,0.665306476,U
1081,35.509998,37.490002,33.900002,35.57,340700,35.57,8/5/2019,SLP,-0.033161211,-0.033161211,1.108116457,U
1082,36,38.25,35.900002,37.509998,246000,37.509998,8/6/2019,SLP,0.054540287,0.054540287,0.361636788,E
1083,36.990002,38.290001,36.080002,37.810001,165500,37.810001,8/7/2019,SLP,0.007997948,0.007997948,-0.393855838,E
1084,37.830002,40.799999,37.830002,39.740002,220900,39.740002,8/8/2019,SLP,0.051044722,0.051044722,-1.625616783,D
1085,39.630001,39.650002,37.509998,38.040001,171900,38.040001,8/9/2019,SLP,-0.04277808,-0.04277808,-0.293189456,E
1086,37.490002,38.799999,37.220001,37.66,175300,37.66,8/12/2019,SLP,-0.009989511,-0.009989511,-0.165761695,E
1087,37.52,38.509998,37.220001,38.200001,162000,38.200001,8/13/2019,SLP,0.014338848,0.014338848,-0.632764853,D
1088,37.540001,38.09,35.810001,37.060001,185000,37.060001,8/14/2019,SLP,-0.029842931,-0.029842931,0.317162205,E
1089,37.259998,37.950001,36.5,36.66,125800,36.66,8/15/2019,SLP,-0.010793335,-0.010793335,0.263300371,E
1090,37.209999,38,37,37.490002,114300,37.490002,8/16/2019,SLP,0.022640535,0.022640535,-0.884456781,D
1091,38.139999,38.529999,37.02,37.349998,92700,37.349998,8/19/2019,SLP,-0.003734436,-0.003734436,-0.384371923,E
1092,37.099998,37.650002,36.34,37.02,117500,37.02,8/20/2019,SLP,-0.008835288,-0.008835288,-0.55558077,D
1093,37.189999,37.990002,37.060001,37.650002,112800,37.650002,8/21/2019,SLP,0.017017882,0.017017882,-0.79825205,D
1094,37.810001,37.939999,37.02,37.150002,100700,37.150002,8/22/2019,SLP,-0.013280212,-0.013280212,-0.451045105,E
1095,37.029999,37.529999,35.610001,35.849998,101100,35.849998,8/23/2019,SLP,-0.034993376,-0.034993376,0.143700996,E
1096,35.91,36.75,35.549999,36.639999,122800,36.639999,8/26/2019,SLP,0.022036291,0.022036291,-0.759212521,D
1097,36.830002,36.830002,35.779999,36,100100,36,8/27/2019,SLP,-0.017467222,-0.017467222,-0.127973291,E
1098,35.84,36.610001,35.299999,36.189999,70900,36.189999,8/28/2019,SLP,0.00527775,0.00527775,0.01667627,E
1099,36.57,36.630001,36.02,36.330002,57600,36.330002,8/29/2019,SLP,0.003868555,0.003868555,-0.850310548,D
1100,36.419998,36.59,35.599998,36.110001,108100,36.110001,8/30/2019,SLP,-0.006055629,-0.006055629,-2.177982569,D
1101,36,36.099998,34.880001,35.27,109000,35.27,9/3/2019,SLP,-0.023262281,-0.023262281,-1.068438921,D
1102,35.330002,36.150002,35.330002,35.77,93000,35.77,9/4/2019,SLP,0.014176354,0.014176354,-1.122364909,D
1103,36.099998,36.849998,35.799999,36.220001,132800,36.220001,9/5/2019,SLP,0.012580403,0.012580403,-0.92388773,D
1104,36.220001,36.259998,34.560001,34.810001,116200,34.810001,9/6/2019,SLP,-0.038928768,-0.038928768,-0.165087409,E
1105,34.68,34.98,31.620001,32.290001,240600,32.290001,9/9/2019,SLP,-0.072392988,-0.072392988,1.631170887,U
1106,32.060001,33.830002,31.530001,33.419998,197900,33.419998,9/10/2019,SLP,0.034995261,0.034995261,1.651827148,U
1107,33.110001,33.84,32,33.84,121600,33.84,9/11/2019,SLP,0.012567386,0.012567386,0.96626588,U
1108,33.84,35.299999,33.73,34.639999,191200,34.639999,9/12/2019,SLP,0.023640632,0.023640632,1.206653533,U
1109,34.759998,35.43,33.860001,34.529999,127200,34.529999,9/13/2019,SLP,-0.00317552,-0.00317552,,
1110,34.259998,35.779999,34.189999,35.060001,111300,35.060001,9/16/2019,SLP,0.01534903,0.01534903,,
1111,34.950001,36.349998,34.639999,36.279999,128800,36.279999,9/17/2019,SLP,0.034797432,0.034797432,,
1112,36.25,36.360001,34.59,35.529999,146300,35.529999,9/18/2019,SLP,-0.020672547,-0.020672547,,
1113,35.560001,36.849998,35.560001,36.779999,116000,36.779999,9/19/2019,SLP,0.035181538,0.035181538,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,range,9.325032442,
,,,,,,,,,,averag,0.212571447,
